Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1063.824951171875,1075.5,1052.800048828125,1074.050048828125,1022.4207153320312,3186720
2019-01-02,1071.4000244140625,1073.75,1059.8499755859375,1064.25,1013.0916748046875,4067116
2019-01-03,1062.0999755859375,1064.125,1051.5,1055.9000244140625,1005.1431884765625,6385832
2019-01-04,1057.625,1064.25,1055.175048828125,1058.7249755859375,1007.832275390625,3643560
2019-01-07,1063.8499755859375,1067.675048828125,1059.0,1060.324951171875,1009.3552856445312,2693506
2019-01-08,1061.0,1061.75,1048.324951171875,1051.5,1000.95458984375,4171730
2019-01-09,1059.0,1060.675048828125,1051.300048828125,1058.4000244140625,1007.5230712890625,4284314
2019-01-10,1058.5,1061.9000244140625,1046.324951171875,1054.25,1003.5723876953125,3845770
2019-01-11,1056.9000244140625,1062.0,1054.0,1055.949951171875,1005.190673828125,3204020
2019-01-14,1054.949951171875,1054.949951171875,1049.2249755859375,1050.824951171875,1000.3120727539062,2427580
2019-01-15,1052.5250244140625,1063.25,1051.0,1060.949951171875,1009.950439453125,2543778
2019-01-16,1060.0250244140625,1062.5,1054.125,1060.0999755859375,1009.1412353515625,2626226
2019-01-17,1062.625,1067.949951171875,1056.675048828125,1066.1500244140625,1014.900390625,4120114
2019-01-18,1067.5,1069.5,1057.2750244140625,1065.125,1013.9246826171875,2603988
2019-01-21,1069.9749755859375,1083.25,1063.25,1074.074951171875,1022.4445190429688,8780756
2019-01-22,1073.0,1073.4000244140625,1064.5250244140625,1067.925048828125,1016.5901489257812,4398488
2019-01-23,1067.0,1067.925048828125,1050.7249755859375,1052.699951171875,1002.0968627929688,3812144
2019-01-24,1055.0,1060.824951171875,1048.949951171875,1051.125,1000.5977172851562,5055786
2019-01-25,1046.5,1055.0,1045.0,1048.0,997.6229248046875,5631118
2019-01-28,1045.0,1051.0250244140625,1038.375,1042.074951171875,991.982666015625,7680218
2019-01-29,1039.125,1041.5,1026.5,1028.800048828125,979.3458862304688,7381394
2019-01-30,1028.625,1028.625,1014.0,1017.3499755859375,968.4462280273438,9257080
2019-01-31,1015.5,1044.875,1011.0,1039.9749755859375,989.983642578125,8289702
