Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,89.83000183105469,91.55000305175781,89.0199966430664,89.69999694824219,89.59803771972656,20738500
2023-01-04,91.01000213623047,91.23999786376953,87.80000305175781,88.70999908447266,88.60916900634766,27046500
2023-01-05,88.06999969482422,88.20999908447266,86.55999755859375,86.7699966430664,86.67137145996094,23136100
2023-01-06,87.36000061035156,88.47000122070312,85.56999969482422,88.16000366210938,88.05979919433594,26612600
2023-01-09,89.19499969482422,90.83000183105469,88.58000183105469,88.80000305175781,88.69906616210938,22996700
2023-01-10,86.72000122070312,89.4749984741211,86.69999694824219,89.23999786376953,89.13856506347656,22855600
2023-01-11,90.05999755859375,92.44999694824219,89.73999786376953,92.26000213623047,92.15513610839844,25998800
2023-01-12,92.4000015258789,92.62000274658203,90.56999969482422,91.91000366210938,91.80553436279297,22754200
2023-01-13,91.52799987792969,92.9800033569336,90.93000030517578,92.80000305175781,92.69451904296875,18630700
2023-01-17,92.77999877929688,92.97000122070312,90.83999633789062,92.16000366210938,92.05525207519531,22935800
2023-01-18,92.94000244140625,93.58799743652344,91.4000015258789,91.77999877929688,91.67567443847656,19641600
2023-01-19,91.38999938964844,94.4000015258789,91.37999725341797,93.91000366210938,93.80326080322266,28707700
2023-01-20,95.94999694824219,99.41999816894531,95.91000366210938,99.27999877929688,99.16715240478516,53704800
2023-01-23,99.12999725341797,101.4000015258789,98.75,101.20999908447266,101.09495544433594,31791800
2023-01-24,99.55000305175781,101.08999633789062,98.69999694824219,99.20999908447266,99.09722900390625,27391400
2023-01-25,97.19999694824219,97.72000122070312,95.26200103759766,96.7300033569336,96.62005615234375,31000900
2023-01-26,98.27999877929688,99.20999908447266,96.81999969482422,99.16000366210938,99.04729461669922,24542100
2023-01-27,99.05000305175781,101.58000183105469,98.97000122070312,100.70999908447266,100.59552764892578,29020400
2023-01-30,98.74500274658203,99.40899658203125,97.5199966430664,97.94999694824219,97.83866119384766,24365100
2023-01-31,97.86000061035156,99.91000366210938,97.79000091552734,99.87000274658203,99.75648498535156,22306800
2023-02-01,99.73999786376953,102.19000244140625,98.41999816894531,101.43000030517578,101.31471252441406,26392600
2023-02-02,106.79000091552734,108.81999969482422,106.54000091552734,108.80000305175781,108.67633056640625,46622600
